Comment,Website,Sentiment,company
@Dhananjay_Tech And everyone was mocking jio for tariff hike😏,twitter,-1,Jio
@Dhananjay_Tech The funniest thing on jio is that what's a difference in 444/ 555 pack where u get same validity with same data,twitter,1,Jio
"@Dhananjay_Tech It is jio's all in plan, not New All In Plan
Pls check carefully",twitter,-1,Jio
"Play like a knight, watch like a champion! 👑 
Get endless entertainment with JioAirFiber.

Upgrade to JioAirFiber today: https://t.co/TP5kzQrfAi

#WithLoveFromJio #JioAirFiber #KolkataKnightRiders

@KKRiders https://t.co/zrNVTZUMac",twitter,1,Jio
@reliancejio @KKRiders Thanks @reliancejio @JioCare  Installation was completed within 24 Hours.. the engineer was highly knowledgeable and gave a proper demo on the devices. https://t.co/clSxCl0J7Z,twitter,1,Jio
"@reliancejio @KKRiders Sir, my fiber connection not working for last 2 days. All information provided as requested. Will u extend the lost days? What is TAT?",twitter,-1,Jio
@reliancejio @KKRiders Very funny @reliancejio  I have ur air fibre connection since last 8 days I am unable to use it bcs of problem in ur device . I complained on 6 aug but still no one came to resolve it . If possible kindly return my money rupees 2120. https://t.co/aTc2a4S9Bg,twitter,-1,Jio
"@reliancejio @KKRiders @reliancejio yesterday I made a booking of Air fiber with Order no. NO00011UQ1UF. It has been beyond 24 hrs, but neither any scheduled visit has been made nor any engineers called for coming for installation . We have paid overall advance. Is this type of service we will enjoy?",twitter,-1,Jio
@reliancejio @KKRiders From two days waiting for Jio Fiber connection. Really very slow,twitter,-1,Jio
"@reliancejio @KKRiders @reliancejio  I made a booking of Air fiber with Reference no. LR000009MWZ2 on 6 August, but neither any scheduled visit has been made nor any engineer called for coming for installation . I have paid overall advance. The order is also put on hold.Please resolve the issue...",twitter,-1,Jio
"@reliancejio @KKRiders advertising unlimited data  after booking 1000 gb data ,then after getting connection only 130 gb https://t.co/Ly5yS50XhN",twitter,-1,Jio
@reliancejio @KKRiders Dear fraudsters few days ago i have registered a complaint against balwant singh from santkabir still no action against him.Why? I need action against him or compensation and remember one thing I'll not explain again check your dm if u will I'll abuse you directly it's my warning,twitter,-1,Jio
"@reliancejio @KKRiders Jio internet is so slow in our area, so now it seems that we will have to port to BSNL, the recharge rate will increase but the net speed will remain slow.",twitter,-1,Jio
@reliancejio Jio 5g speed in our area nangal choudhary in main city is of 3g for last 1month. I have complaint on jio care but no action has been taken regarding speed. Also there is unstable network. Please solve it asap @AmreliaRuhez @TechnicalGuruji @tech_burner @GyanTherapy https://t.co/jcNxiRtmhe,twitter,-1,Jio
"@reliancejio @KKRiders Subject: Urgent: Non-Installation of Jio AirFiber Despite Confirmation and Payment

Dear Jio Customer Care,

I am writing to express my disappointment and frustration regarding the non-installation of Jio AirFiber at my residence, despite confirmation and payment made 9 days aho",twitter,-1,Jio
"@reliancejio @KKRiders I have placed order for Jio Airfiber max connection on 6th June 2024, paid Rs 1000 as deposit amount. your team mentioned technically not possible. I am yet to get my money back. its been more then 2 months. No proper response from jio. requesting everyone not to pay any deposit.",twitter,-1,Jio
"@reliancejio @KKRiders world's dirtiest network. After the recharge of the company is over, you will be informed by calling three times a day, but as soon as you get the recharge done, its gimmicks start and its network does not work. It seems that he got his son married by selling all the mobile towe",twitter,-1,Jio
@reliancejio Air Fibre और Freedom Offer के नाम पर हजारों करोड़ रूपए इकठ्ठा करने वाले हैं @reliancejio Booking के समय ₹1000 लेता हैं और installation करते नहीं हैं आप सब इस Freedom Offer में Booking मत करना installation नहीं होगा और परेशानी अलग होगा https://t.co/ZU55uOnAMk,twitter,-1,Jio
@reliancejio @KKRiders verry bed service,twitter,-1,Jio
@reliancejio @KKRiders 18-07- se book kiya h aaj tak nahi lgaya gya h Order me jakar dekhte h to on hold hi bta rahe h 23 days ho gye Kya matlab h ese bavkub bnane ka. Koi mat book krwana dosto bhut dhokebaj h ye log 1000 rs advance le lete h fir customer care per bhi koi bat nahi krte ghumate h bus,twitter,-1,Jio
@reliancejio @KKRiders Aaj tak live tv channel nhi mile so jo provide nhi kare sakte hoo wo ads mat kya karo,twitter,-1,Jio
@reliancejio @KKRiders https://t.co/p0AJQiGUQj,twitter,-1,Jio
@reliancejio Freedom Offer में Jio Air fiber Book करके में गलती कर दिया ₹1000 भी लग गया और installation भी नहीं कर रहा Jio वाले आप सब मत Book करना नहीं तो Installation भी नहीं होगा और परेशानी अलग होगा,twitter,-1,Jio
@reliancejio @KKRiders Aj 10 August ho gya ha kab installation hoga mera marna ka bad https://t.co/GQMWFhkI2Y,twitter,-1,Jio
"@reliancejio @reliancejio yesterday I made a booking of Air fiber with Order no. LR000009JJ96 It has been beyond 24 hrs, but neither any scheduled visit has been made nor any engineers called for coming for installation . We have paid overall advance. Is this type of service we will enjoy?",twitter,-1,Jio
@reliancejio @KKRiders Play like a knight WATCH like a bagger Get endless disappointment with Jio Air Fiber. 100 Mbps speed https://t.co/y6jmKHmhP9,twitter,-1,Jio
"@reliancejio @KKRiders I have paid advance rental for air fiber
after using for 4 months the connection is not working and jio is unable to resolve also they will not refund as it’s their company policy to not refund even if the connection is not working",twitter,-1,Jio
@reliancejio @KKRiders Installation free nhi hai installation ke liye 650 liye ja rahe hai https://t.co/QmA5W1YBFy,twitter,-1,Jio
@reliancejio Why you are spamming with this kind of messages? Dont you know which language your customer speaks? This itself is enough to cancel Airfiber subscription. https://t.co/oVGGepOpn7,twitter,-1,Jio
"@reliancejio @KKRiders The #most #disgusting and #pathetic #Network of @reliancejio .
#price #increased 30 #TimesNow and #Connectivity gone from #bad to #Worse 
@RIL_Updates @_MukeshAmbani @ITU @GoI_MeitY",twitter,-1,Jio
"@reliancejio @KKRiders Sir, please close this because it will ruin the image of your company. https://t.co/ukmJMxL3So",twitter,-1,Jio
"@reliancejio @KKRiders It's been a long time since 5g network came in our area, it's getting very good service, but Jio AirFiber service is still not available.  The reason for this is not yet understood.  Our location is Dolkhamb, Shahapur, Maharashtra -421601 @JioCare @reliancejio @JioNews @JioChat",twitter,-1,Jio
@reliancejio @KKRiders @KKRiders @KhanSharu don't support these kind of scam and don't damage your name very poor service.,twitter,-1,Jio
@reliancejio @KKRiders Pay like a knight and forget about internet!!! @reliancejio @JioCare the complaint is still pending after three months. Your DM is also not working. What should I do?,twitter,-1,Jio
@reliancejio @KKRiders There is a fraud of agents in kannamangla Bengaluru... Where they are directly taking advance to hit target and not responding after that and not adjusting advance ... Pl resolve asap,twitter,-1,Jio
@reliancejio @KKRiders any one want to upgrade to jio fiber then go through this tweets and decide...think 10 times before you take connection...fakechampions jio fiber  https://t.co/LGU3OhLAKU,twitter,-1,Jio
@reliancejio @KKRiders Pathetic service it's been for more than 1 month still refund is not processed...,twitter,-1,Jio
@reliancejio @KKRiders Jio kyo aap log use kar rhe ho other brand me jao,twitter,-1,Jio
@reliancejio @KKRiders Scam jio,twitter,-1,Jio
"@reliancejio @KKRiders The Jio fiber wires were broken at our place, so I also complained but till now no one has heard my complaint. I am very upset since last 4 days. Your service is very bad. @excitel_rocks",twitter,-1,Jio
"@reliancejio @KKRiders SR000020J4J8
customers money is siphoned like this in the name of limitations and policies....FRC  @_MukeshAmbani @AkashAmban22525 @DoT_India @JioCare @consumerCOMPLNS",twitter,-1,Jio
@reliancejio @KKRiders एयरफाइवर सबसे घटिया सर्विस https://t.co/wBFjGkpNjh,twitter,-1,Jio
@reliancejio @KKRiders Fraud,twitter,-1,Jio
@reliancejio @KKRiders Your world class infra in my area https://t.co/lb0R7obL0O,twitter,-1,Jio
"@reliancejio @KKRiders Inke customer care me bat hi nahi hoto network issue bataye to kise

Rate to badha diye chutiya bana rahe 

Port Bsnl",twitter,-1,Jio
@reliancejio @KKRiders Jio is the best i have recommended jio to all my lovelies 🤝 https://t.co/WHSyKdntZG,twitter,1,Jio
@reliancejio @KKRiders This is baskas service I am using this and make complaint but no engineer comes to solve my problem,twitter,-1,Jio
@reliancejio @KKRiders Why #JioBp app is not available in @GooglePlay to access reward points and claim?,twitter,-1,Jio
"@reliancejio @KKRiders My issue got resolved. My Auto refill is on now. I am very happy now. Thanks team Pandua, Thanks team Jio. Regards",twitter,1,Jio
@reliancejio @KKRiders I have facing the internet issue on jio air fiber from yesterday and was tried to call in customer care and they are generated  service visit request on yesterday and till now they reschedule it 5 times but still not visited the technician to my place. @reliancejio,twitter,-1,Jio
"@reliancejio @KKRiders I am a Jio Retailer from Pandua, Hooghly, West Bengal 712147. My Pandua Jio distributor is stopping autorefill for a whole month from 7th of every month even after activation for almost two and a half years we are in a lot of trouble every customer returns and can't recharge.",twitter,-1,Jio
"@reliancejio @KKRiders Disappointed with your service, its been a month since I requested for a new connection for Air Fiber, even after making all the payments, there seems to be no service from your end, customer care is unreachable, and jio representatives seems to be not interested.",twitter,-1,Jio
@reliancejio @KKRiders #BanJioFibre #JioFiberFail #PoorService,twitter,-1,Jio
@reliancejio @KKRiders World worst internet connection,twitter,-1,Jio
@reliancejio @KKRiders Fraud company fraud owner salo ko bas paisa khana or service ke name pe kch nhi hai. Month mai 20 din to jio fiber ka outage rheta hai or 10 din bhi mishkil se wifi chalta hai or Sala isko paisey pure chahye bhikhari Sala boycott jio hatao ise,twitter,-1,Jio
"@reliancejio @KKRiders @JioCare @reliancejio first fix my internet issue it's not working since 10 days, @JIOAIRFIBERIN is scam.",twitter,-1,Jio
"@reliancejio @KKRiders Kindly Refund My 1000 Rs,,Order Is Hold 20days,, Please Cancel And Refund",twitter,-1,Jio
"@reliancejio @KKRiders #Day62 Dear @JioCare It's been 62 Days today, Cause you are unable to serve in my area I had cancel JIOAIRFIBER. Still I don't get my refund back. @DoT_India please help @TRAI @jagograhakjago Need your HELP. it's my hard earned money @BandBajaateRaho plz help #jioAirFiberScam",twitter,-1,Jio
@reliancejio @KKRiders No engineer visited me and the complaint raised was closed. The problem still exist. Your engineer is fooling you. https://t.co/r4M4Q1FnbL,twitter,-1,Jio
"@reliancejio @KKRiders @RIL_Updates @JioCare @reliancejio I booked jio air fibre 2 month ago, my order LR No. LR000008FV0X. No update for more than 2 month. Please provide a connection or return my deposit amount. #jioairfibrescam",twitter,-1,Jio
@reliancejio @KKRiders Please don't use https://t.co/TRMWD2Xdvo person are all culprits.They have my money for the past 7 months they didn't provide any services.Still I haven't get my refund my humble request to all public please jio from your wish list.They are not supported to me get refund https://t.co/0UbZ1UzgeZ,twitter,-1,Jio
"@reliancejio @KKRiders @reliancejio इतनी बड़ी कंपनी हैं लेकिन काम इसका   किसी लायक़ नहीं हैं 1000 रुपया जमा करवा लिया 2 अगस्त को और अब तक पता नहीं air fibre का,आज 14 अगस्त हो गया,13 दिन हो गया कोई जानकारी नहीं दी गई,भाई या तो पैसा वापस कर दो या कनेक्शन कर दो,1/2 #jiofiber Sucks https://t.co/YcHYe1LebQ",twitter,-1,Jio
@reliancejio @KKRiders What's wrong with your wrost company what your doing with my money 🤬🤬🤬 https://t.co/T6Qz1bKWCL,twitter,-1,Jio
"@reliancejio @KKRiders Its shocking dat time of engineer visit is 24 hrs after registering d complaint. SR number SR0000210BL2 scheduled an appointment with a Jio service engineer at your premises on 13-Aug-2024 between 10:00:00 - 11:00:00. 
Shamefull &amp; Pathetic service of RIL Jio.",twitter,-1,Jio
"@reliancejio @KKRiders Jio su*ks, pathetic service by jio, complain many times but no resolution till now, internet speed is way too disastrous, thinking about port to another operator ...
No 4g and 5g coverage",twitter,-1,Jio
"@reliancejio @KKRiders You guys scam people!!!

https://t.co/K7oNVDe715",twitter,-1,Jio
"@pravinisthebest Hi Pravin, we never intend to let you down.  Due to system restrictions, I am not able to reschedule your appointment as of now.

We are sending you an SMS with steps to reschedule the appointment from MyJio App and also track the same. We request you to try rescheduling (1/2)",twitter,-1,Jio
@JioCare This message I am getting from last days but no resolution yet,twitter,-1,Jio
"@bhadana_ki27449 Hi Kishor, that’s not the experience we aim for.​ Please DM us your JioFiber I'd or the registered mobile number to assist you further - Priyalaxmi
 https://t.co/3LgXqjD03v",twitter,-1,Jio
@JioCare No sms recieved,twitter,-1,Jio
"@sachinkumarsk22 Hi Sachin, we are here to assist you. Please be informed that the order has been on HOLD. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule – Benson",twitter,-1,Jio
"@sachinkumarsk22 Hi Sachin, our team is always here for you. As per your request order has been on HOLD. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule – Shirisha",twitter,-1,Jio
@JioCare ya ha hal jio ka na call na he customer care chutya bna raha ha dunya ka laken koe jvab nehi ha inka pass kab laga ga jio fiber ya bto bus tum log meerut ma be nehi laga pa raha ho tum log @zeenews https://t.co/NH1aeiDVXs,twitter,-1,Jio
@JioCare @narendramodi @RahulGandhi अगर बेटा के विवाह में खर्च बहुत हो गया हैं पैसा नहीं हैं तो भिख मांग लें लोगों कब तक लुटेगा,twitter,-1,Jio
@JioCare @narendramodi @RahulGandhi  आज installation कर नहीं तो Refund कर 3 दिन से तेरा कहानी सुन रहा हूं,twitter,-1,Jio
"@lalanlife Hi Lalan, we understand your concern. We have received a large number of bookings and have started installing JioAirFiber connections rapidly. We will contact you within the next few days with your appointment details. Please give us time till then – Shraddha",twitter,1,Jio
@JioCare Booking नहीं लेता जब दम न हो installation का क्यों लिया लगता हैं यही सब करके बेटा का विवाह किया हैं मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के लेगा,twitter,-1,Jio
"@lalanlife Hi Lalan, we completely understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Pawan",twitter,1,Jio
@JioCare मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के सिर्फ Booking लेता हैं Installation नहीं होता हैं मुझ से ₹1000 लिया हैं अभी ₹50 लें रहा हैं सिर्फ लुट कर खर्च निकाल रहा हैं,twitter,-1,Jio
"@lalanlife Hi Lalan, we understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Pawan  https://t.co/3LgXqjD03v",twitter,1,Jio
@JioCare अगर installation नहीं करना हैं तो Booking क्यों लिया लोगों को परेशान करने के लिए अब Sorry बोल रहे हो मुझे installation चाहिए तुम्हारी Sorry नहीं,twitter,-1,Jio
"@lalanlife Hi Lalan, we are here to help you. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Shraddha",twitter,1,Jio
"@JioCare This is 100% cheating, why I need to pay for the service that not provided?@TRAI for your attention.",twitter,-1,Jio
@JioCare I am looking for new connection,twitter,-1,Jio
"@manish6_ Hi Manish, this is not what we want you to experience. Please DM your JioFiber ID and RMN (Registered Mobile Number) for further assistance - Aahil https://t.co/3LgXqjD03v",twitter,-1,Jio
@JioCare Still no action taken to process refund @reliancejio,twitter,-1,Jio
@JioCare @reliancejio अगर installation तुम नहीं कर सकते हो तों Booking मत लो बंद करो Booking लोगों को लूटना बंद करो ये Freedom Offer चला कर .....,twitter,-1,Jio
"@lalanlife Hi Lalan, we understand your concern. Installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We are sorry for the delay, we will get in touch with you once it is ready for installation - Shraddha",twitter,1,Jio
"@anjanikantbansa Hi Anjani, we are here to assist you. Please be informed that the lead is on hold. You can reschedule your appointment for your JioAirFiber Installation visit. You will shortly receive an SMS with the link to reschedule - Benson",twitter,-1,Jio
@JioCare Shireen my side reschedule option not open,twitter,-1,Jio
@JioCare And when this ur happen soon is going to happen .it's already more than a week darling,twitter,1,Jio
@JioCare what is the purpose of placing the order in hold for more then 2 months and not returning my refund of  deposit Rs 1000. what is holding @reliancejio from processing my refund?,twitter,-1,Jio
"Be it on-field or on-stream, our Paltan is always a pro! 💙
Stream unlimited games on cloud with JioAirFiber.
Upgrade to JioAirFiber today: https://t.co/7nr99rQ0BW

#WithLoveFromJio #JioAirFiber #MumbaiMeriJaan #MumbaiIndians

@mipaltan https://t.co/M9S0ABH9Oh",twitter,-1,Jio
"@reliancejio @mipaltan This is utterly unacceptable &amp; infuriating. After countless followup calls &amp; messages Jio is  incompetent to provide the service. Its clear, Jio has no intention to install Air Fiber or to refund amount. I'm absolutely certain Jio is shamelessly robbing hardworking people's money",twitter,-1,Jio
"@reliancejio @mipaltan Hey @reliancejio @JioCinema @reliancegroup 

How much time will you take for installation. 

I submitted request on 5th August and delivered must be on 12th August. 

But didn't receive Air Fiber connection. https://t.co/NqyW47RSvs",twitter,-1,Jio
@reliancejio @mipaltan Please no Oder jio airfiber not installed in time,twitter,-1,Jio
"@reliancejio @mipaltan 5G speed Total disappointed can’t even browse mentioned address plz check the issue immediately -  23/B, 7th Main Rd, Revenue layout, 5th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085 @JioNews @JioChat",twitter,-1,Jio
@reliancejio @mipaltan I have asked many a times to cancel my booking LR000008Q7KE. It's been almost 40+ days. Please cancel the booking and refund the installation amount that I've paid.,twitter,-1,Jio
@reliancejio @mipaltan Fully paid but didn’t got device (air fiber ) I’ve bill and all told will come between 1800-20:30 two days back but no one came to install,twitter,-1,Jio
@reliancejio @mipaltan Improve the service and change the staff of JIO Ratnagiri..they’re good for nothing..they’re simply spoiling the reputation of the company..keep the staff who are honest,twitter,-1,Jio
"@reliancejio @mipaltan Really worst customer service, my broadband was not working last two days still i didn’t get proper resolution from your team, this is the way you are treating your customers really disappointed ☹️ Req id - SR000020X572",twitter,-1,Jio
"@reliancejio Worst network, my plan is valid till 1st sep but not able to use internet and calling and start getting message to recharge plan.. showing 5G but speed 2G..  upar se rates bhi bhada diye.. Mera plan 1st sep Tak he to calls kese band ki..",twitter,-1,Jio
"@reliancejio @mipaltan I have booked JIO airfibre vide booking ID LR000009TU0k, but my building neighbour has denied permission to install at the roof. So I called many times at jio helpline but all in vain. Kindly cancel my above order and refund my hard earned money.",twitter,-1,Jio
"@reliancejio @mipaltan Hi, I have taken Jio Fiber post paid connection 3 months back by paying advance for 3 months. But now I am asked to pay additional amount of Rs 239.54. Why do I have to pay extra??  Jio Number: 914953135318",twitter,-1,Jio
"@reliancejio @mipaltan Big no. 16 ppl responded, but without date and time, when engineer vl attend my problem. Today is 2nd day. Only general answer we understand...blaw...blaw...but no date and time.
@reliancejio
@jagograhakjago 
@TRAI",twitter,-1,Jio
"@reliancejio @mipaltan @JIOAIRFIBERIN
 Jio Air Fiber is a bad service, they do not provide any service. On request for poor internet connectivity No Solution Provided.
On asking the refund they cancel the connection without any refund of pre paid amount.

Poor Connectivity 
No Refund 
No Service",twitter,-1,Jio
"@reliancejio @JIOAIRFIBERIN
 Jio Air Fiber is a bad service, they do not provide any service. On request for poor internet connectivity No Solution Provided.
On asking the refund they cancel the connection without any refund of pre paid amount.

Poor Connectivity 
No Refund 
No Service",twitter,-1,Jio
@reliancejio @mipaltan Kb tak ye sb? https://t.co/1A94g0xSKn,twitter,-1,Jio
@reliancejio @mipaltan मैंने रिचार्ज किया वह अभी तक एक्टिवेट क्यों नहीं हुआ https://t.co/4fH70KGrPv,twitter,-1,Jio
"@reliancejio @mipaltan @reliancejio I paid advance of Rs 1000 many weeks ago for a new JioFibre connection in Bangalore. I was promised installation within 24 hrs or money back. Post that, I sent several reminder mails to customer care. Till date, installation has not happened nor the money refunded.",twitter,-1,Jio
"@reliancejio @mipaltan Arey bosdk worst network coverage in my location:Palasamudram, Kubera hills",twitter,-1,Jio
@reliancejio @mipaltan Don't trust JIO's OTT guarantee. They don't ever care for customers once you paid.,twitter,-1,Jio
"@reliancejio @mipaltan Don't buy jio air fiber....
Waste of money....
Internet not stable....
Network pe jada load perega to internet speed 3g jaisa ho jata hai...
Dont buying.",twitter,-1,Jio
@reliancejio @mipaltan Fraud and scammers!!,twitter,-1,Jio
"@reliancejio @mipaltan When I told you that the network is weak at my place, you always said that the network is good at your place, Jio airfiber installer came and told your team that the network here is weak, fix it only then airfiber will be installed, He felt that 30 Mbps speed was not achievable.",twitter,-1,Jio
@reliancejio @JioCare 11/08/24 को  Jio Air fiber Book किया आज Installation था 11:00 AM पर installation नहीं किया अभी Hold बता रहा हैं लगता हैं ₹1000 खाने का Plan हैं Jio वाले का..... https://t.co/k7Wthummb8,twitter,-1,Jio
@reliancejio @mipaltan @reliancejio आपका नेटवर्क हमारे कस्बे पिनगवां में सबसे खराब है जब तक लाईट आती है तक 50% सही चलाता अन्यथा 15 घण्टे आपका टॉवर बन्द रहता है,twitter,-1,Jio
@reliancejio @mipaltan 1000 GB data is very less.,twitter,-1,Jio
@reliancejio @mipaltan Wifi range serf ek room ka deta ho Sharm aata hai tum log ko,twitter,-1,Jio
@reliancejio @mipaltan Kuch karo sahi,twitter,-1,Jio
@reliancejio @mipaltan Itna rate bada diya ho,twitter,-1,Jio
@reliancejio https://t.co/S1AkzLmYeo,twitter,-1,Jio
@reliancejio @mipaltan Really worst service...i have been following up with the issue of my air fiber for the past 4 days. There is support from local customer service and even after raising a support case. Appointment has scheduled for today 11.00 AM. even after that there is no response. SR0000212FBS,twitter,-1,Jio
"@reliancejio @mipaltan Pehle data speed to thik kr.....
Ab bolega personal massage kro",twitter,-1,Jio
@reliancejio @mipaltan बड़ी उम्मीद लेकर मैं आपसे मदद मांगनी है और मुझे विश्वास है आप इन बच्चियों की मदद करोगे इन बच्चों की भविष्य का सवाल है यह बच्चियों रोज तीन किलोमीटर पैदल चलकर स्कूल जाती है वह भी 6 साल की बच्चियों वह भी सुनसान सड़क से किसी ने उनकी मदद नहीं कि,twitter,-1,Jio
@reliancejio @mipaltan Recharge ni krne pr direct calling off kro  baar baar call ni,twitter,-1,Jio
@reliancejio मुकेश अम्बानी बहुत अमीर हैं बेटा के विवाह का खर्च क्या पुरा भारत के लोगों से लेगा Jio Air fiber के Booking करवा के सिर्फ Booking लेता हैं Installation नहीं होता हैं मुझ से ₹1000 लिया हैं अभी ₹50 लें रहा हैं सिर्फ लुट कर खर्च निकाल रहा हैं,twitter,-1,Jio
@reliancejio @mipaltan BSNL in Delhi https://t.co/JVO0b0Lrqp,twitter,-1,Jio
"@reliancejio @mipaltan If you are planning to book a Jio AirFiber, please don't. It is waste. All they want is money, once you book, you can't reach the customer service to know the status. All you get is your request is in progress.
No installation and no response.",twitter,-1,Jio
"@reliancejio @mipaltan I received msg booking Jio Fiber and paying 1000. Despite my booking,I received a message stating that I had been booked for Jio Air Fiber instead.Furthermore,I have not received any call for connection and there is no direct customer care team available to address my concerns.",twitter,-1,Jio
"@reliancejio @mipaltan Disappointed with your service, its been a month since I requested for a new connection for Air Fiber, even after making all the payments, there seems to be no service from your end, customer care is unreachable, and Jio representatives seems to be not interested.",twitter,-1,Jio
"@reliancejio @mipaltan In the name of giving Jio fiber in the freedom offer, they are taking payment of Rs. 1000 without checking the 4G or 5G site. When the technician comes and sees that it is a 4G site, they put the order on hold. Rs. 1000 not giving refund. Order ID: LR000009CVTD @TRAI @DARPG_GoI",twitter,-1,Jio
@reliancejio @mipaltan https://t.co/MqbfOIvGYJ #jioscam #fraud,twitter,-1,Jio
@reliancejio @mipaltan 1000 rupay wapas kar do jiofiber booking ke 29 July ko order Kiya hai abhi order hold show kar raha hai bas,twitter,-1,Jio
@reliancejio @mipaltan Mera Jio air fiber Abhi tak Installation Kiyu Nahi huya ???? 9 August 4:00Pm to 5:00pm schedule time tha phir bhi installation Kiyu nahi huya ????,twitter,-1,Jio
"@reliancejio @mipaltan Hi @reliancejio a very bad service from your side. My Plan was 239 Rs.For 22 days 1.5 GB per day. 
But today I have just used 40 MB in the morning and soon I have received a text message that 100% data was completed.I want my data back. Better to change  to other service provider",twitter,-1,Jio
"@reliancejio @mipaltan Hi Jio team

I am located at Bangalore and took jio airfiber connection in June 2024
And facing slow speed issue from day one nobody is taking care to resolve the issue now service engineers are saying no 5g in the area while booking connection they told we have feasibility",twitter,-1,Jio
"@reliancejio @mipaltan #Jio #AirFiber Freedom offer is like #Freedom251 offer. They will say your area is serviceable and after getting the amount they say it's unserviceable and no refund. What a nostalgic moment ..
@reliancejio @JioCare https://t.co/acUEluUcge",twitter,-1,Jio
@reliancejio @mipaltan Trying to contect wherever possible https://t.co/EaZuef7LwA,twitter,-1,Jio
"@reliancejio @mipaltan Jio fiber really very disappointed with Internet speed &amp; support no response from jio care &amp; engineer visit only making
Fool to customers.31 days i install  facing speed problem from the day of installation. I have no option because i pay amount 
Close my problem without solution https://t.co/6vtLn2lcyF",twitter,-1,Jio
@reliancejio @mipaltan @JioCare UNACCEPTABLE SERVICE! 15+ days &amp; still no refund for my cancelled JioFiber order! Same automated responses! Ready to take this to @consumercourt &amp; social media! Need a senior manager to intervene ASAP! #JioFiber #RefundIssue #PoorService,twitter,-1,Jio
"@reliancejio @mipaltan Hello Jio stupidest,fools and non sense. Do you have a sense or not.where is my money rs 1000 7 months gone why are you holding my money.Are you doing business or cheating others money.Without providing service why are you holding it off Day by day I am frustrated . https://t.co/RMcpNBBCrb",twitter,-1,Jio
"@reliancejio @mipaltan Reliance jeo हमारी securty refund क्यो नही कर रही क्या भारत सरकार ने इन चोरो को गरीब जनता को लूटने का ठेका दे रखा है 
इन चोरो पर कोई कार्यबाई करेगी सरकार @PMOIndia @RIL_Updates @reliancejio",twitter,-1,Jio
"@JioCare I got the same reply, multiple times with no changes in the order. At-least use human executive to answer instead of bots. Really disappointed in Jio with AirFiber related services.",twitter,-1,Jio
@JioCare No DM now. Jio team is been fooling for last couple of days,twitter,-1,Jio
@JioCare Haven't received anything yet. Its been almost 2 weeks now. I believe Jio is doing this intentionally.,twitter,-1,Jio
"@rachitagupta87 Hi Rachita, we understand your concern. As checked, a new appointment is being assigned for your JioFiber/Jio AirFiber5G Installation visit. You will shortly receive an SMS with the Appointment details. You can also check the lead status by visiting (1/2)",twitter,-1,Jio
"@JioCare @suchetadalal Madam, 

This is what my personal experiance from @JioCare Where they cannot even notify the timelines to resolve the airfiber issue. Can you please create awareness to larger audiance.",twitter,1,Jio
"@JioCare For the past few days, it is in process only. 
1. There were no timelines set. 
2. Multiple times appointments got rescheduled. 
3. Had multiple calls with customer care, no resolution. One word, ""sorry for the inconvenience""
4. No proper forum to esaclate higher authority.",twitter,-1,Jio
"@JioCare @TRAI @MIB_India @DoT_India 
Under TRAI Act Sec 29 &amp; 33, and DoT rules, service providers must provide accurate timelines for issue resolution. Based on the misinformation, @DoT_India, @TRAI, @MIB_India should add penalties and need to take stringint action.
Is there any mechanism following?",twitter,-1,Jio
"@JioCare Now this is what showing in the app. Is it 03:00 PM now? 
@TRAI @MIB_India Can you please look into it. 
As there is no proper information to customer regarding the timelines and giving false information to resolve the issue. Its not at all acceptable. https://t.co/XYWzfgyTeh",twitter,-1,Jio
@JioCare This is the timeline which shown till few hours back. But no one visited. And no proper response. Where exactly it stucked. https://t.co/4mWaUwCBeJ,twitter,-1,Jio
"@JioCare This is what happening from last few days and no response. Atleast you guys are not in a position to tell the timelines for resolving the issue. Whenever i called, customer care telling, issue will be resolved and raising new tickets https://t.co/r3I1U7Fd5H",twitter,-1,Jio
"@JioCare There is no proper timeline, when you guys are gonna come and fix this. Whenever i tried to call customer care, they keep on telling that, service engineer will come in 30 mins. Till now no one came to fix the issue. 
Even i visited jio store, they are careless and not answering",twitter,-1,Jio
"@JioCare You guys are focusing on installation. But not on the service. 
When i have asked for an installation, you guys came within hours. And i promoted jio to install for other 5 accounts. 
But now for service its already been 5 days. No single update regarding the resolution.",twitter,-1,Jio
"@JioCare It has been scheduled for 02:00 to 03:00 PM. 
But, no one reached till now. Its already 03:00 PM. And there is no call or message.",twitter,-1,Jio
